APURCH,unique,age,gendf,gendm,pcode,atmcrd,paydep,BALCHQ,BALSAV,TOTDEP,BALLOAN,BALLOC,BALMRGG,NEWLOC,NEWMRGG,TXBRAN,TXATM,TXPOS,TXCHQ,TXWEB,TXTEL,TOTSERV,CH_NM_SERV,CH_NM_PRD,valsegm,N_IND_INC_,numrr_1,numcon_1,avginc_1,avginv_1
Y,5058,39,0,1,V6R2B6,1,0,477.895,3127.175,3974.9275,5144.64,128.6633333,,0,0,0.583333333,18.08333333,29.33333333,2.333333333,0,0,5.1,-1,-1,D,580,280,1340,35306.89655,3420
N,5170,56,0,1,V7W2V6,1,1,5432.691667,0.27,22890.0575,,756.2241667,64923,0,0,2.333333333,2.833333333,1.166666667,3.5,0.666666667,0.083333333,6,0,-1,C,230,130,1144,72847.82609,15266.66667
Y,5207,56,1,0,V6P5L7,0,0,51573.30083,310.315,125720.1825,,106.045,,0,0,11.33333333,0,0,14.83333333,0,0,5,0,-4,B,570,190,1354,48971.92982,9034.545455
Y,5238,38,1,0,V3N4R2,1,1,850.6083333,1222.595833,2141.016667,8511.075833,277.0791667,,0,0,0.416666667,8.166666667,24.58333333,4.166666667,3.833333333,0,5,0,0,D,840,,,27284.52381,2328.26087
Y,5240,55,0,1,V3W2K6,1,0,895.7066667,0,55754.40917,,0,13908.2875,0,0,0.166666667,12.08333333,0,1.25,0,0,6,0,0,B,710,200,537,23291.5493,966.6666667
Y,5257,34,1,0,V3S3Z7,1,1,925.97,31.8925,2015.379167,3757.46125,605.2933333,,0,0,0.666666667,2.416666667,30.08333333,4.666666667,2,0,5,0,1,D,870,330,1253,34066.66667,1128.125
N,5272,51,0,1,V7J1M7,1,0,1136.186667,0,1338.481667,,42.1725,,0,0,6,6.083333333,0,12.66666667,0.916666667,0.25,4,0,-1,D,230,120,607,44469.56522,6328.571429
Y,5282,53,1,0,V5M4J7,1,1,738.5991667,7.29,3423.370833,,8.673333333,,0,0,0.5,7.666666667,7.916666667,5.333333333,0.083333333,0,4.8,0,1,D,1000,390,1397,22918,2667.79661
N,5293,48,0,1,V5R4A8,1,0,13.97333333,0,130.2133333,10356.9825,15184.16333,,0,0,3.5,0,0,0.166666667,0,0.083333333,5,0,0,C,830,340,1511,23291.56627,2839.655172
N,5302,62,0,1,V5G3W3,1,0,0,0,158.8133333,,28660.6,,0,0,0.666666667,3.833333333,3.25,0,0,0,4,0,0,C,1920,,,44488.54167,8868.932039
N,5306,53,0,1,V7R4S1,0,1,4399.151667,38.91,38321.05,,118215.26,,1,0,4.666666667,0,0,6.75,2.75,0,3.5,0,-6,A,660,310,2256,52074.24242,5576.744186
Y,5319,61,1,0,V6T2E9,1,1,1350.170833,315.6025,1845.235833,22075.12917,3128.856667,,0,0,4.416666667,4.666666667,14.41666667,10.75,0,0,5,0,0,C,330,140,822,39860.60606,9000
Y,5321,56,0,1,V6N3G5,1,0,633.2966667,100.995,820.29,,207.1991667,,0,0,0.166666667,0.166666667,0,0.166666667,0.833333333,0,4,0,0,D,410,80,587,56429.26829,11153.65854
Y,5324,53,0,1,V3K6J7,1,0,4289.7825,11887.93,34224.24583,,0,,0,0,11.75,0.416666667,0,9.083333333,0,0.083333333,5,0,-3,C,610,290,1658,37857.37705,4863.157895
Y,5331,61,0,1,V3K2J9,1,1,312.44,1499.7575,12857.30167,,19967.22667,,0,0,1.083333333,0.25,19.25,5.25,5.083333333,0,5,0,0,C,260,100,531,32211.53846,2000
Y,5346,46,0,1,,1,0,30.11666667,0,708.6875,,15595.78833,,0,0,1.333333333,3.333333333,0.666666667,0.666666667,2.5,0,4.2,2,3,D,,,,,
Y,5357,23,1,0,V3E1J3,1,1,310.0833333,170.1125,2684.128333,1413.297143,12.76416667,,0,0,2.333333333,5.333333333,18.08333333,0,0,0,5.7,0,-1,D,840,350,1193,34592.85714,1042.307692
N,5363,67,0,1,V4E2B7,1,0,0,27.35,721.72,,102978.5325,,0,0,7.5,7.083333333,0,4.083333333,0,0,4,0,0,A,890,380,1758,32747.19101,2765.217391
N,5366,51,0,1,V4C2Z8,1,1,3333.2475,0.02,3741.65,,1313.056667,,0,0,0.166666667,5.916666667,33.25,1.916666667,6.583333333,0,4,0,0,D,840,340,1368,30679.76191,2205.882353
Y,5369,47,0,1,V3X3G8,1,1,53.22666667,173.3716667,349.7958333,,3932.514167,,0,0,0.083333333,11.58333333,4.666666667,3.25,7.166666667,0,4,0,0,D,600,270,1558,44515,6973.684211
Y,5373,54,0,1,V7L2E3,1,1,0,289.67,354.6325,,4371.964167,33104.7825,0,0,6.083333333,3.25,13,0.583333333,0,0,5,0,0,C,850,280,1275,34670.58824,4046.808511
N,5375,66,0,1,V7R1J9,0,0,0,0,182.1325,,33266.19,,0,0,1,0,0,0,0,0,4,0,0,C,510,210,1381,52196.07843,4984.090909
Y,5376,64,1,0,V5Z4K6,1,0,0,0.04,47244.43583,,171053.5775,,0,0,18,0.25,0,7.833333333,0,0,4,0,2,A,620,300,1921,44690.32258,4983.333333
N,5398,48,0,1,V3E2T5,1,1,4402.5225,155.6016667,4779.779167,,0,,0,0,0.75,5.083333333,0.25,6.5,5.166666667,0,4,0,0,D,13940,6000,29947,35419.65567,3462.994012
N,5422,58,0,1,V6N2P5,0,0,715.3016667,0,1248.361667,,0,,0,0,0.166666667,0,0,0,0,0,4,0,0,D,610,230,1655,50322.95082,8056.896552
N,5425,45,0,1,V3J5L8,0,0,0,0,95.245,,19556.71167,,0,0,4.583333333,0,0,6,0,0,4,0,0,C,560,250,1049,34466.07143,3320
Y,5465,47,0,1,V5S3V7,1,1,1048.5875,0,9393.111667,,0,,0,0,1.166666667,6.083333333,12.66666667,2.083333333,0,0,4.5,-1,-8,D,630,290,1224,26388.88889,4300
Y,5500,45,1,0,V5Z1X1,1,1,2301.225833,4.27,2847.050833,,0,,0,0,0,2.083333333,40.83333333,5.666666667,0.5,0,4,0,0,D,550,280,1318,40174.54546,3027.272727
Y,5503,56,0,1,V5P1B7,1,1,4591.853333,106.0316667,4761.9475,,23228.315,,1,0,3.083333333,4.083333333,24.33333333,8.25,0,0,3.2,1,2,D,970,400,1508,24170.10309,2831.818182
N,5511,46,1,0,V6G2R7,1,0,217.2666667,10.82416667,1127.559167,,671.6708333,,0,0,0.5,6,19.58333333,8.666666667,0,0,4.3,-1,-1,D,320,160,979,47962.5,12820.83333
Y,5512,37,1,0,V5K2Y3,1,1,595.0758333,34.64,765.9958333,,3427.1475,,0,0,1.083333333,6.083333333,21.08333333,8.25,2.25,0,4,0,0,D,900,430,1801,28682.22222,2977.777778
N,5540,51,1,0,V7V2E3,1,0,7166.124167,0,7240.986667,,24371.99583,143648.3083,0,0,1.666666667,6,2,2.833333333,0.583333333,0,5,0,2,B,400,210,1606,50710,10263.1579
Y,5564,64,0,1,V4C8E2,1,0,3678.448333,21415.515,126274.7608,,37434.21667,,0,0,5.5,2.916666667,0.833333333,10.91666667,0,0,5,0,0,B,670,300,1462,36995.52239,2824.242424
Y,5577,48,0,1,V3H3X8,1,1,0,469.3408333,23517.67167,16450.49333,1043.378333,95788.18,0,1,2.25,5.916666667,41.66666667,1.166666667,0.166666667,0,7,0,1,C,750,400,1792,41206.66667,2462.857143
N,5618,65,1,0,V1V1N9,0,0,67.5275,5684.774167,27898.24583,,0,96472.73546,0,0,0.583333333,0,0,0,0,0,5.8,-2,-3,B,7640,3300,16729,33796.59686,5273.535792
Y,5667,51,0,1,V3K2N9,0,0,0,100.3633333,2949.195833,731.60125,360.6225,,0,0,2.666666667,0,0,0,0,0,5.9,-2,-3,D,260,100,531,32211.53846,2000
Y,5686,51,1,0,V3N5R4,1,0,375.0258333,757.8033333,1291.155,,59741.1525,278962.1325,0,0,1.083333333,1.083333333,0,0.25,0,0,5,0,-1,A,,,,,
N,5698,45,1,0,V5C1J2,1,1,6385.296667,0.06,8247.581667,,10685.8425,,0,0,4.166666667,9.75,12.5,7.916666667,0.583333333,0,4.4,-1,-1,D,900,430,1934,32790,2707.017544
N,5714,51,1,0,V3A7X4,1,1,291.4591667,5.025,299.8741667,3253.190833,33.20166667,,0,0,1,5.916666667,10.41666667,2.666666667,0.25,0,4,0,-1,D,650,290,1288,34667.69231,2409.677419
Y,5719,37,1,0,V4C1P5,1,1,4707.015833,0,21342.68083,522.37,717.59,,0,0,10.5,2.5,28.16666667,7.25,0,0,5.5,-1,-5,D,760,280,1105,29660.52632,1809.677419
N,5724,58,0,1,,1,0,0,0,153.3841667,,4626.93,,0,0,0.916666667,0.666666667,2.25,0,0,0,4,0,0,D,,,,,
N,5742,24,1,0,V7H2C7,0,0,0,0,57.17416667,,5251.0475,,0,0,0.75,0,0,0,0,0,4,0,0,D,640,310,2083,46250,3457.142857
N,5758,44,0,1,V3J3K5,1,1,2250.711667,4156.514167,6835.665833,,34.345,46543.97833,0,0,1.25,7.166666667,93.5,2.5,11.75,0,5,0,1,C,690,300,1276,30321.73913,2580.952381
N,5805,39,0,1,V3M6X9,1,1,1379.83,988.3491667,2559.489167,,498.4266667,103923.66,0,0,2.916666667,13.66666667,72,3.666666667,0,0,5,0,0,D,580,150,519,30281.03448,2990.909091
N,5808,39,0,1,V4E3A9,1,0,44.73166667,4025.365,4158.099167,,1619.7625,,0,0,1.083333333,0.166666667,0,0.583333333,0.083333333,0,4,0,0,D,820,400,2072,40373.17073,2278
Y,5836,43,1,0,V4C6X4,1,1,324.7958333,0,19456.04583,,234.4416667,,0,0,0.916666667,6.166666667,24.25,3.5,0,0,5,0,0,D,640,280,1343,34968.75,1788.461539
Y,5845,55,0,1,V7S2V9,1,0,4344.534167,0,18984.29833,,10716.6075,247290.6333,0,0,0.5,0,0,0.416666667,0,0,5.2,-1,-5,C,80,,,42875,19200
Y,5865,42,0,1,V3W2R1,1,0,578.5625,0,1305.681667,,6220.035833,,0,0,2.666666667,1.25,2.916666667,1.5,2.583333333,0,4.6,-1,-1,D,630,200,728,23066.66667,1780.952381
Y,5872,41,1,0,V3J6L3,1,0,158.5233333,1234.909167,1853.36,485.2791667,1646.031667,187923.0517,0,0,1.833333333,1.75,7.916666667,3.333333333,0,0,6,0,0,C,550,270,1290,34569.09091,3297.368421
N,5906,37,0,1,V5N5R5,1,1,3729.714167,0,3853.621667,1709.613333,0,97279.8675,0,0,0.5,6.75,9.416666667,0.333333333,6.166666667,0,5.7,-1,0,C,800,360,1379,29835,2482.051282
Y,6008,62,1,0,V5S3Z1,0,0,337.0433333,540.0458333,836.0316667,9160.995714,35124.27,65045.92667,1,1,1.416666667,0,0,0,0,0,3.9,2,3,D,700,300,1533,32547.14286,2997.674419
N,6015,38,0,1,V4N1V3,1,1,892.4383333,919.4683333,1911.831667,,41.3325,142864.4442,0,0,1.25,0.583333333,26.41666667,7.25,4.833333333,0,5,0,0,B,760,350,1834,38447.36842,2795.238095
Y,6031,58,0,1,V6L1N6,1,0,3023.220833,0,60113.52667,,0,,0,0,2.416666667,0,0,1.5,0,0,5,0,0,C,510,200,1041,32350.98039,6719.607843
N,6050,46,1,0,V3T1C6,0,0,3660.071667,1540.991667,9374.1725,,250.4608333,111813.3267,0,0,6.583333333,0,0,8.583333333,0,0,5.5,-1,-3,B,840,320,1002,23792.85714,1544.827586
N,6077,49,1,0,V3W6W2,1,0,203.5541667,0.95,1062.551667,12037.35083,264.1866667,164065,0,0,4.416666667,1.916666667,4.666666667,3.083333333,2.833333333,0,6,0,0,A,800,270,927,25042.5,1760.714286
Y,6086,45,0,1,V3Y1P7,1,1,2017.160833,290.0491667,4910.056667,32946.314,1095.04,158114.2175,0,0,7.416666667,10,50,6.166666667,4.583333333,0,5.5,0,1,A,7610,3030,12833,32986.72799,2277.022654
Y,6111,36,0,1,V3V7Y5,1,0,4192.6075,2109.2975,17354.2925,,2394.879167,93142.515,0,0,7.75,0.083333333,3.416666667,2.416666667,0,0,5.2,-1,-5,C,1040,300,1174,21073.07692,2434.285714
Y,6129,29,1,0,V5P3B4,1,0,2355.476667,1617.933333,19770.33667,,3595.96,,0,0,4,0.333333333,5,0,0,0.25,4.3,0,1,D,1010,460,1639,23400,2654.411765
Y,6170,33,0,1,V3H3K1,1,0,315.5375,1140.5375,18618.745,,0,80350.86571,1,1,0.416666667,0.166666667,0,0,0,0,4.4,2,3,E,800,330,1334,32223.75,1606.896552
Y,6181,48,0,1,V3K6P5,1,0,2358.734167,670.9341667,3356.903333,,13809.8425,224036.3058,0,0,6.083333333,0.25,10.16666667,2.416666667,0.333333333,0,5,0,1,C,780,360,1904,38332.05128,4925
Y,6185,40,1,0,V4E1P5,1,1,668.4783333,0,795.2158333,,8380.193333,69607.80333,0,0,3.583333333,7.75,46.25,3.833333333,0,0,4.4,-1,-1,B,570,290,1886,39914.03509,5733.333333
Y,6200,39,0,1,V6L1V8,1,1,13563.59833,5723.555,19817.58833,,1652.724167,366398.05,0,0,2.166666667,12.16666667,29.83333333,4.166666667,2.083333333,0,5,0,1,B,560,270,1895,52989.28571,7940.384615
N,6215,55,0,1,V7W3E8,1,0,2.536666667,0,183.8366667,,23071.99875,283640.64,0,0,0.583333333,0.5,0,1.083333333,0,0,4.2,-2,0,A,200,150,1088,70785,9307.142857
Y,6217,59,0,1,V6K2E9,1,1,3215.438333,0,3956.848333,,11517.66,179719.3225,0,0,0.5,22.91666667,13.75,5.833333333,0,0,5,0,0,A,590,330,1876,46569.49153,4789.655172
N,6221,39,1,0,V3H3V9,1,0,284.2425,2329.928333,2690.733333,,357,97393.27333,0,0,0.5,13.75,27,3.5,6.333333333,0,5,0,0,B,200,80,305,29880,2400
N,6263,39,0,1,V5B2X7,1,0,6.2975,0,995.695,,3.235,,0,0,0.25,0,0,0,0,0,4.3,-1,-2,D,860,430,1737,29447.67442,4665.384615
Y,6269,36,0,1,V5J3H6,1,0,0,197.5616667,252.4641667,,2356.365833,274039.63,0,0,19,16.5,11.83333333,2.25,0,0.166666667,5,0,0,A,260,120,616,32307.69231,3162.5
Y,6302,52,0,1,V3C2Z7,1,0,0.5025,2085.1675,2295.805,,980.3875,,0,0,1,0,0,0.083333333,0,0,4,0,0,D,730,310,1411,32432.87671,1555.555556
Y,6318,52,0,1,V3B2T3,1,0,1212.983333,1747.69,4638.166667,5049.985,5216.638333,82037.17167,0,0,6.833333333,11.5,36.58333333,0.75,3.75,0,6.3,-1,-2,C,490,220,962,36097.95918,2828
Y,6320,66,0,1,V3J5W7,1,0,1264.685833,0,1342.764167,,10773.26667,,0,0,1.166666667,0.25,5.583333333,0.583333333,0.083333333,0,4,0,2,D,660,300,2198,39845.45455,3917.948718
Y,6323,43,0,1,V2V2V4,1,1,366.1816667,0.005,9719.648333,17956.32167,437.7558333,,0,0,0.75,5.416666667,52,3.75,9.416666667,0,5.3,-1,-4,C,630,230,928,30939.68254,2673.913044
Y,6325,45,1,0,V7R3P5,1,0,13.11166667,0,74.31833333,,432.0116667,,0,0,0.25,1.75,3.333333333,0,0,0,4,0,0,D,580,250,1601,39991.37931,6257.894737
N,6329,62,0,1,V3B6H3,1,1,1588.676667,0,6919.971667,718.125,1392.1375,180936.7517,0,0,0.5,4.833333333,0,3.416666667,4.583333333,0,6,0,-1,B,390,160,717,37979.48718,1605.882353
Y,6334,46,0,1,V3W0S3,1,0,1723.6575,0,2345.9225,,0,93995.32833,0,0,3.166666667,0,0.083333333,0.666666667,0,0,5,0,0,D,1380,520,2266,30894.2029,2150.793651
Y,6357,33,0,1,V8N3P7,1,1,3003.4725,2.916666667,3130.448333,,4460.839167,195529.1418,0,0,0.916666667,12.16666667,79.83333333,3.833333333,9.083333333,0,5,0,-1,A,570,240,1379,35445.61404,5688.372093
N,6377,47,1,0,V5Z4G6,1,0,1682.069167,910.595,2731.329167,,0,,0,0,1.083333333,3.666666667,8.583333333,9.416666667,15.58333333,0,4,0,0,D,620,300,1921,44690.32258,4983.333333
Y,6392,47,0,1,V3H4V6,1,0,1066.709167,6744.4875,8109.279167,,117.5166667,289198.0817,0,0,1.833333333,2.75,0.25,0.666666667,2.5,0,5,0,-1,A,13550,6090,29594,38106.71587,3164.860681
Y,6398,37,0,1,V5X1S7,1,1,1095.076667,44.07166667,1213.3475,9559.585,1.128333333,,0,0,0.583333333,5.166666667,37.08333333,0.75,6.583333333,0,5,0,1,D,1020,170,721,23328.43137,2945.762712
Y,6411,63,0,1,V2Z1N5,1,1,2049.318333,700.0375,130401.8633,,0.525,,0,0,0.75,4.166666667,18.83333333,2.75,6.833333333,0,5,0,-1,D,7650,2650,13706,32769.15033,5222.371365
N,6453,39,0,1,V4C8C9,1,1,96.18083333,0,167.87,,9771.041667,,0,0,4.833333333,18.91666667,29.83333333,0.5,8.583333333,0,4,0,0,D,640,300,1350,37832.8125,4685.185185
N,6460,62,0,1,V3C2Z5,1,0,4075.070833,9436.6875,10560.39833,20015.575,0,,0,0,0.25,6.75,1.666666667,3.416666667,7.083333333,0,4.2,0,0,C,730,310,1411,32432.87671,1555.555556
N,6463,61,1,0,V7J1K2,1,0,0,0,230.995,,171661.1067,195478.1117,0,0,1,0.5,0.583333333,0.5,1.083333333,0,5,0,0,A,330,170,939,34093.93939,3742.307692
Y,6465,43,1,0,V5X1L4,1,1,12606.88,5.85,21450.37,,0,,0,0,7.333333333,0.166666667,4.75,1,0,0,5,0,0,D,1150,290,1194,22453.04348,3550.847458
Y,6468,55,1,0,V3E1K6,1,0,0,14.13333333,116.7508333,6963.911667,9178.514167,,0,0,4.666666667,0.833333333,5.916666667,1.25,4,0,5,0,-1,C,570,250,1297,38256.14035,2063.333333
N,6531,44,1,0,V5X1H9,1,0,886.8958333,1768.035,2720.785833,,11.56454546,,0,0,3.666666667,10.66666667,54.08333333,3.833333333,0,0,3.9,-1,0,D,900,400,1708,23505.55556,2709.803922
N,6542,29,1,0,V4B3K5,1,1,0,1.52,90.1975,,4629.960833,,0,0,1.5,5.333333333,26.25,7.5,0,0,4,0,0,D,550,240,1269,38496.36364,5265.714286
Y,6560,47,1,0,V7L1Y1,1,0,1215.773333,0,22627.32,,2309.3975,434156.0092,0,0,1.583333333,7.916666667,29.33333333,6.25,0,0,5.5,-1,-1,A,580,280,1039,37436.2069,3022.222222
Y,6562,59,0,1,V7C5B4,1,0,3460.200833,0,19657.01833,,27606.10917,679243.1492,0,0,4.916666667,1.5,0.25,1.916666667,1,0,6,0,-2,A,410,200,986,34556.09756,3794.285714
Y,6578,52,0,1,V2R3G1,1,0,496.0408333,0,562.8808333,,30.79583333,,0,0,1.333333333,2.333333333,16.58333333,2.083333333,0.916666667,0,4,0,0,D,12070,4080,16395,28209.27921,3466.356589
N,6594,38,0,1,V5C1R1,1,1,2037.199167,56.51,2360.316667,,12.33666667,105468.0133,0,0,1.833333333,5.833333333,1.75,4.833333333,3.333333333,0,5,0,2,C,640,300,1783,39315.625,4418.181818
Y,6637,49,0,1,V3A5C1,1,0,117.5875,136.3141667,427.8591667,1802.271429,864.0808333,137280.1633,0,0,0.333333333,1.333333333,22.33333333,0.583333333,1.25,0,5.5,-1,-1,C,660,240,1021,33754.54546,4496.153846
Y,6653,61,1,0,V7C4N9,1,1,4162.976667,289.18,4548.056667,,0,214561.4025,0,0,6.75,2.916666667,1,3.583333333,0,0,5,0,0,A,320,150,872,35871.875,5096.428571
N,6654,64,1,0,V7S1T3,1,0,1750.23,1388.6125,2370.7825,,0,,1,0,0.166666667,1.583333333,2.166666667,0.5,0,0,3.2,2,4,D,380,190,1480,63286.84211,11732.25807
N,6656,69,1,0,V8N4N3,1,0,4103.615,8229.958333,18188.48333,,0,,0,0,10.91666667,0,12.83333333,5.416666667,0,0,5,0,0,D,320,140,938,36443.75,9696.875
N,6692,61,0,1,V8N1B6,1,0,35.615,1235.295,1348.36,,411.0116667,136393.7125,0,0,0.583333333,1,17,0,0,0,5,0,0,A,360,150,709,33305.55556,6214.285714
Y,6697,52,0,1,V8S3N7,1,1,1444.955833,26282.93833,28055.23167,,10810.91167,,0,0,16.16666667,1.5,2.5,12,12,0,4,0,0,C,500,200,1412,34710,8558.536585
Y,6712,42,0,1,V4C6X5,1,1,901.9683333,1875.339167,2851.1725,9803.6,34.49583333,,0,0,1.25,3.916666667,32.5,4.416666667,5.916666667,0,4.1,-1,-1,D,640,280,1343,34968.75,1788.461539
N,6727,38,1,0,V4C4A8,1,1,0,3632.155833,3771.308333,18622.565,17931.53667,,0,0,0.666666667,8.75,6.416666667,10.5,10.25,0,4,0,1,B,1090,450,1950,32701.83486,2636.956522
N,6733,52,0,1,V5B2L8,1,1,0,3.833333333,85.8175,24376.54,3753.656364,32425.78,0,0,5.083333333,9.416666667,8.666666667,0,0,0,5,0,1,C,730,310,1344,27343.83562,4222.44898
Y,6887,30,0,1,V4L1Y2,1,1,333.4075,152.7233333,1022.3525,1349.335,5364.8,213224.5133,0,1,1.5,12.5,54.33333333,2.666666667,2.166666667,0,5.2,-1,-2,D,440,200,1337,43700,5707.5
N,6941,61,1,0,V6V1E1,1,0,3547.174167,1276.085,6715.140833,,694.5141667,,0,0,1.083333333,0.833333333,1.416666667,4.583333333,0,0,4,0,-1,D,5620,2380,11231,30891.1032,3029.245283
N,6958,55,0,1,V4B3B9,1,1,237.9025,347.7833333,924.9883333,,1892.5725,,0,0,2.583333333,2.5,3.166666667,0.5,8,0,4,0,0,D,570,230,1259,40454.38597,5464.705882
N,6964,53,0,1,V6H1B6,1,0,536.8233333,150.8608333,996.8675,,11.5275,,0,0,1.583333333,6.25,15.16666667,1.416666667,4.25,0,4.3,0,0,D,680,330,1905,42635.29412,5764.102564
N,6991,52,0,1,V7V3P3,1,0,60.23666667,0,132.2741667,,355.6725,,0,0,1.083333333,19.41666667,10.08333333,3.916666667,0,0,4,0,0,D,400,,,51737.5,24148.27586
Y,6994,36,0,1,V3W5Y5,0,0,10458.88583,0,10994.21833,,20107.51333,19673.067,0,0,1.5,0,0,3.166666667,0,0,4.8,-1,-1,D,1580,470,1824,22446.20253,1540.350877
Y,6999,56,1,0,V5W1X3,1,1,1438.646667,341.8866667,1832.733333,17715.15167,75.98,,0,0,13.66666667,2.5,19.25,3.083333333,0,0,5,0,1,C,900,390,2330,27944.44444,2866.666667
Y,7002,45,0,1,V6R1V9,1,0,0,5.320833333,1565.435833,,68523.13833,264868.1367,0,0,4.333333333,5.666666667,0,4.75,5.416666667,0,5,0,2,A,580,280,1340,35306.89655,3420
Y,7006,54,1,0,V3K2R2,1,1,2819.425,2216.539167,5124.049167,,0,,0,0,0.416666667,6.583333333,24.5,11.83333333,6.75,0,4,0,0,D,530,180,1011,26900,3151.851852
N,7009,55,0,1,V6P4P4,1,1,788.805,1496.8875,4263.055833,,1782.216667,,0,0,3.25,6.416666667,1.416666667,5.083333333,0.583333333,0,5,0,0,D,920,390,1289,27444.56522,3439.68254
Y,7021,60,0,1,V5N1J1,1,1,0,1092.448333,21191.55833,2950.144,20509.20917,,0,0,1.583333333,17.41666667,1.333333333,0.25,0,0,5.8,-1,-1,C,940,360,1376,26831.91489,2815.384615
Y,7027,52,0,1,V3W3C1,1,0,13.88666667,0,210.9291667,,8700.463333,246950.83,0,0,3.083333333,14.33333333,13.83333333,1.166666667,3.416666667,0.083333333,4.4,-1,-1,A,730,150,527,19941.09589,1590.322581
Y,7036,64,1,0,V5B1P2,1,0,1226.635,0.03,1811.184167,,607.0858333,96187.7725,0,0,5.916666667,3.083333333,24.58333333,0.583333333,0,0,5.2,1,1,D,760,350,1755,34123.68421,2748.93617
N,7044,48,0,1,V6L2Z8,1,0,1840.486667,62.77666667,2050.888333,,683.6025,,0,0,0.666666667,5.5,13.58333333,2.416666667,3.583333333,0,4,0,0,D,610,290,2063,49693.44262,6136.842105
Y,7051,37,1,0,V6K1J2,1,1,1727.115833,28.425,2028.145833,,598.1925,,0,0,0.666666667,2.583333333,12.41666667,0,3.083333333,0,4,0,0,D,430,230,1191,39495.34884,5161.111111
Y,7090,45,0,1,V7N2J8,1,0,10189.81333,798.1625,18155.00833,18936.65167,0,,0,0,2.75,0.583333333,1.75,0.583333333,1,0,6,0,0,B,640,260,1561,34684.375,4176.31579
N,7129,43,0,1,V3L3G8,1,0,6.846666667,371.5916667,552.33,,17200.07333,154704.0767,0,0,1.333333333,13.91666667,39.5,9.333333333,0.583333333,0,5,0,-3,A,750,,,37150.66667,3770
N,7138,50,1,0,V5N1M5,1,0,4473.061667,2617.5075,24749.30667,,3276.785833,58993.68083,0,0,3.666666667,0.916666667,6.833333333,3.25,0.833333333,0,6,0,0,B,800,360,1379,29835,2482.051282
Y,7153,57,0,1,V6K1S3,1,1,4479.9475,980.5366667,17857.85917,,0,,0,0,3.833333333,3.583333333,0.25,1.25,0,0,4.4,1,1,D,690,360,1834,38546.37681,3636.666667
Y,7159,40,0,1,V6M4B3,1,0,4178.164167,0,4307.396667,,1296.058333,,0,0,1.583333333,6.583333333,0.666666667,4.166666667,1.833333333,0,4,0,0,D,350,290,1827,33928.57143,9312.195122
Y,7167,42,0,1,V5N2M4,1,0,0,862.6608333,1078.898333,,3596.704167,172073.3042,0,0,3,0,0,0,0,0,5,0,0,A,910,360,1399,23976.92308,2698.113208
Y,7175,56,1,0,V3E3G4,1,1,3217.716667,1641.091667,35766.02917,,187.3408333,90769.3775,0,1,0.833333333,2.5,3,1.5,3.166666667,0,5.4,1,2,D,13940,6000,29947,35419.65567,3462.994012
N,7176,37,0,1,V8P3W2,1,0,102.2141667,208.6875,409.8166667,,6128.9375,,0,0,4,0.916666667,2.916666667,0.833333333,2.916666667,0,4,0,3,D,540,270,1425,33487.03704,6583.72093
Y,7199,42,0,1,V7G1V8,0,0,1774.269167,0,2092.694167,,74.33,235597.1729,0,1,0.166666667,0,0,0,0,0,4.7,1,1,E,420,210,1414,50938.09524,8945.454546
N,7215,60,0,1,V4P2G6,1,1,884.3958333,0,1068.195833,,1457.2175,,0,0,1.416666667,4.416666667,0,9.5,5.333333333,0,4,0,0,D,780,320,2116,52410.25641,5392.1875
N,7242,60,1,0,V3W0N9,1,1,2517.976667,13.64,2666.981667,10589.41667,0,,0,0,1.416666667,7.25,1.25,2.25,0,0,4.2,0,0,D,1380,520,2266,30894.2029,2150.793651
Y,7245,46,1,0,V7E1T9,1,1,975.8466667,1754.1375,2816.236667,,45.4925,,0,0,2.166666667,7,26.16666667,8.916666667,6.333333333,0.083333333,4,0,0,D,790,390,1705,34837.97468,3002.272727
N,7261,69,0,1,V5J5A2,0,1,32648.2125,230.0183333,94428.36333,,0,172795.0817,0,0,11.75,0,0,2.5,0,0,6,0,2,A,290,130,688,41572.41379,4400
Y,7315,53,0,1,V6H1B7,1,0,0,142.2433333,534.1383333,,60180.93583,212701.1817,0,0,10,0,0,6.416666667,3.083333333,0,5,0,0,A,680,330,1905,42635.29412,5764.102564
N,7316,56,0,1,V3R5L2,1,0,149.7941667,848.0066667,1829.060833,,0,205341.6283,0,0,2.416666667,0,0,0,0,0,5,0,0,B,580,140,471,25034.48276,1790.909091
Y,7319,34,0,1,V5Y1R8,1,0,1298.176667,24.99,1385.004167,,140.6416667,,0,0,0.083333333,4.5,11.08333333,0.916666667,2.5,0,4,0,0,D,640,300,1434,37010.9375,2517.391304
N,7350,49,1,0,V3H3T7,1,1,2036.7775,953.8133333,3355.1375,,0,,0,0,1.25,1.666666667,15.5,3.916666667,0,0,3.7,-1,-3,D,450,210,964,39193.33333,3456.521739
Y,7353,56,1,0,V5R5J6,1,0,2452.706667,0,2511.636667,,254926.93,231679.686,1,0,7.666666667,0,0,10.25,0,0,4,0,1,A,900,380,1381,23246.66667,1690.909091
Y,7360,35,1,0,V3H5B7,1,1,0,219.4216667,606.9341667,,3419.5975,129019.7917,0,0,0.083333333,7.75,15.5,1.916666667,8.75,0,5,0,0,C,880,400,1508,36070.45455,2347.222222
